symbol,MarketSigma,trend_strength,noise,MA_Type,MA_Pair,Return,StrategyAggr,WinRate,Sharpe,MaxDrawdown,Trades
VIJAYA.NS,1.53,8.91,68.09,EMA,12/26,-2.6688214972733104,10.548722210868968,0.375,-0.9492646442270142,-10.837668571375348,8
VMM.NS,1.76,9.42,67.1,EMA,50/100,3.2897435897435656,2.7676147168220386,1.0,-0.966906053612588,0.0,1
IDEA.NS,2.08,9.25,69.12,EMA,12/26,5.886179924130097,5.942997181254177,0.75,-0.0742754069178586,-3.4574468085106225,4
VOLTAS.NS,2.17,1.25,96.34,SMA,10/20,-3.535102413859914,9.696837202919834,0.5,-0.6582034682281362,-6.673034856400339,6
WAAREEENER.NS,3.52,2.98,94.39,SMA,10/20,6.048430049269293,10.850408338780499,0.6,-0.23398122785866923,-6.288479013205239,5
WELCORP.NS,2.52,5.94,83.94,SMA,10/20,-1.0963398642662048,5.622199111529213,0.4,-0.6131728064276392,-2.4520903517976422,5
WELSPUNLIV.NS,3.04,7.04,84.99,SMA,12/26,1.3237320245654383,8.908928966625691,0.4,0.45826899033071733,-4.331478417807166,5
WHIRLPOOL.NS,1.57,9.59,61.47,EMA,10/20,1.930984718115103,9.431613353146995,0.5,-0.0005058472742821944,-3.0079703024347704,6
WIPRO.NS,2.41,5.8,82.35,SMA,10/20,-12.358928827409809,6.820939326129853,0.14285714285714285,-0.9075682186690888,-9.240033034930795,7
WOCKPHARMA.NS,2.07,9.4,71.85,EMA,12/26,-2.852560676047877,12.719761770121602,0.3333333333333333,-0.4677453474213575,-5.318437249130314,6
YESBANK.NS,1.55,0.14,99.47,SMA,20/50,9.137595210405358,8.932793206967773,1.0,0.636480663450578,-1.917680074836281,2
ZFCVINDIA.NS,2.02,0.63,97.96,SMA,10/20,-1.2568913239808355,5.993674023239968,0.4,-0.9268946287796149,-6.4074638340291585,5
ZEEL.NS,4.78,22.99,68.52,EMA,50/200,4.386318972033232,2.0754046033960254,1.0,-2.2202539229085194,0.0,1
ZENTEC.NS,3.08,1.77,95.86,SMA,10/20,5.8464924985836,13.391255378549364,0.5,0.17877356043167986,-7.143142115505519,6
ZENSARTECH.NS,2.02,5.27,83.76,SMA,10/20,-4.545974422829979,7.828705272107802,0.4,-0.9748454579212311,-6.465111795306977,5
ZYDUSLIFE.NS,1.74,11.52,57.9,EMA,12/26,-4.913731905204822,8.24390073050635,0.2,-0.29275365950513627,-4.354200263890917,5
ECLERX.NS,2.45,1.41,95.83,SMA,12/26,5.681039032757695,9.456191487995726,0.8,0.3012571690498334,-2.0610278372590884,5
Nifty 50,0.94,0.04,99.7,SMA,10/20,-3.3449341200963434,7.860590001889004,0.42857142857142855,-0.537628952075899,-4.512639552966591,7
Nifty 100,0.94,3.06,78.57,SMA,10/20,-4.7538131616252315,7.245300858402159,0.16666666666666666,-1.1777161513665912,-7.56808940816377,6
Nifty 500,1.18,0.74,95.62,SMA,10/20,-16.90135560514191,7.08285451742736,0.125,-1.792794569774841,-9.499739964249931,8
Nifty Alpha 50,1.54,0.88,96.22,SMA,10/20,-4.865199316258961,7.653680399730793,0.16666666666666666,-1.030200498781107,-5.98992300050517,6
Nifty Auto,1.28,2.02,89.98,SMA,10/20,2.9434289415934956,8.301727917274706,0.5714285714285714,-0.2767728699236852,-4.585035448364327,7
Nifty Bank,0.98,1.47,90.1,SMA,10/20,-1.2664878873933194,5.961198269249817,0.4,-0.00456151727911421,-4.339133469277135,5
Nifty Commodities,1.63,5.63,79.1,SMA,10/20,8.372969380253048,7.387894702078916,0.5714285714285714,0.9826741359224164,-7.4732117580568636,7
Nifty FMCG,1.08,1.06,93.97,SMA,10/20,-5.37869923145009,5.863475048043258,0.3333333333333333,-1.4689413503133728,-7.495976873377641,6
Nifty Healthcare,1.05,3.63,75.74,SMA,10/20,-3.3424735756137025,8.614039193776904,0.3333333333333333,-0.6031473066377908,-7.373294673690034,9
Nifty IT,1.75,6.35,71.96,EMA,10/20,-1.7459350099309434,5.672940569132176,0.6,-1.144747452358192,-5.879459961195488,5
Nifty Metal,2.26,7.65,78.38,SMA,10/20,-2.6596199267862164,6.073235716896446,0.4,-1.087830457609121,-8.856956688307793,5
Nifty Midcap 100,1.29,0.41,97.76,SMA,10/20,-1.6004606024431656,4.918022059968834,0.2,-1.0234777047533814,-2.715277104645908,5
Nifty Midcap 150,1.25,0.27,98.47,SMA,10/20,-13.13452833895763,6.908339512155348,0.14285714285714285,-1.509471809433845,-7.283815011477146,7
Nifty Midcap 50,1.31,0.43,97.75,SMA,10/20,-14.111688338026273,6.920367469858737,0.16666666666666666,-1.796546450086052,-8.493913902247396,6
Nifty MNC,0.98,2.18,85.22,SMA,12/26,-6.231728803143888,5.187669746377278,0.16666666666666666,-2.024080244366619,-4.981482976277974,6
Nifty Next 50,1.29,0.83,95.7,SMA,10/20,-9.73998892500223,8.100904119431268,0.375,-0.794423697353037,-6.715202726757619,8
Nifty Pharma,1.06,3.51,77.64,SMA,12/26,-7.0765625078801575,6.31053922005561,0.14285714285714285,-1.36475078093499,-4.811679857796358,7
Nifty PSE,1.7,5.88,76.97,SMA,10/20,11.459363849225257,7.849278161768075,0.8,0.9672743560556449,-3.915753319877835,5
Nifty PSU Bank,1.86,3.2,88.23,SMA,10/20,9.629990432214175,6.5775378985530475,0.6,0.5786537523007476,-5.518209168593879,5
Nifty Realty,2.09,5.62,82.21,SMA,10/20,-7.355413792959153,8.963339215235425,0.14285714285714285,-1.069644466001155,-5.490743763092909,7
Nifty200 Alpha 30,1.49,0.88,96.02,SMA,10/20,-13.698034493762945,6.012175404206576,0.0,-2.729998613223966,-10.587415614973072,7
Nifty200 Value 30,1.58,6.95,73.52,EMA,10/20,8.286032439444746,6.254953364824088,0.6,0.5840033098562317,-3.0335576518655927,5
Nifty50 Shariah,0.93,2.19,83.48,SMA,10/20,-8.710822602173174,8.130121766855929,0.2857142857142857,-1.5609610642342049,-7.11135381529423,7
Nifty50 Value 20,0.92,0.13,99.14,SMA,12/26,-1.352623595681135,7.681622753754687,0.6,-0.7827712627828051,-3.6790299236507673,5
